Trade,Year,Principal_trading_partners,VALUE,iso
Receipts,2006,Indonesia,843.0,IDN
Receipts,2006,Iraq,158.0,IRQ
Receipts,2006,Italy,2037.0,ITA
Receipts,2006,Japan,10254.0,JPN
Receipts,2006,Mexico,6611.0,MEX
Receipts,2006,Netherlands,3359.0,NLD
Receipts,2006,Norway,2103.0,NOR
Receipts,2006,Other European Union countries not elsewhere classified,3825.0,Other European Union countries not elsewhere classified
Receipts,2006,Other countries not elsewhere classified,14222.0,Other countries not elsewhere classified
Receipts,2006,Peru,321.0,PER
Receipts,2006,Russian Federation,1028.0,RUS
Receipts,2006,Saudi Arabia,769.0,SAU
Receipts,2006,Singapore,850.0,SGP
Receipts,2006,South Korea,3601.0,South Korea
Receipts,2006,Spain,1327.0,ESP
Receipts,2006,Switzerland,1188.0,CHE
Receipts,2006,Taiwan,1544.0,TWN
Receipts,2006,Total of all countries,452949.0,Total of all countries
Receipts,2006,Turkey,604.0,TUR
Receipts,2006,United Kingdom,11204.0,GBR
Receipts,2006,United States,360788.0,USA
Receipts,2007,Algeria,553.0,DZA
Receipts,2007,Australia,1903.0,AUS
Receipts,2007,Belgium,3306.0,BEL
Receipts,2007,Brazil,1613.0,BRA
Receipts,2007,China,10556.0,CHN
Receipts,2007,European Union excluding the United Kingdom,24236.0,GBR
Receipts,2007,France,3453.0,FRA
Receipts,2007,Germany,4215.0,DEU
Receipts,2007,Hong Kong,1799.0,HKG
Receipts,2007,India,1967.0,IND
Receipts,2007,Indonesia,1023.0,IDN
Receipts,2007,Iraq,281.0,IRQ
Receipts,2007,Italy,2798.0,ITA
Receipts,2007,Japan,10001.0,JPN
Receipts,2007,Mexico,7447.0,MEX
Receipts,2007,Netherlands,4414.0,NLD
Receipts,2007,Norway,4092.0,NOR
Receipts,2007,Other European Union countries not elsewhere classified,4690.0,Other European Union countries not elsewhere classified
Receipts,2007,Other countries not elsewhere classified,16442.0,Other countries not elsewhere classified
Receipts,2007,Peru,367.0,PER
Receipts,2007,Russian Federation,1337.0,RUS
Receipts,2007,Saudi Arabia,976.0,SAU
Receipts,2007,Singapore,1048.0,SGP
Receipts,2007,South Korea,3330.0,South Korea
Receipts,2007,Spain,1362.0,ESP
Receipts,2007,Switzerland,1605.0,CHE
Receipts,2007,Taiwan,1708.0,TWN
Receipts,2007,Total of all countries,462310.0,Total of all countries
Receipts,2007,Turkey,734.0,TUR
Receipts,2007,United Kingdom,14091.0,GBR
Receipts,2007,United States,355203.0,USA
Receipts,2008,Algeria,904.0,DZA
Receipts,2008,Australia,2266.0,AUS
Receipts,2008,Belgium,3705.0,BEL
Receipts,2008,Brazil,2696.0,BRA
Receipts,2008,China,11288.0,CHN
Receipts,2008,European Union excluding the United Kingdom,25098.0,GBR
Receipts,2008,France,3516.0,FRA
Receipts,2008,Germany,4795.0,DEU
Receipts,2008,Hong Kong,1986.0,HKG
Receipts,2008,India,2553.0,IND
Receipts,2008,Indonesia,1489.0,IDN
Receipts,2008,Iraq,195.0,IRQ
Receipts,2008,Italy,2447.0,ITA
Receipts,2008,Japan,11761.0,JPN
Receipts,2008,Mexico,7977.0,MEX
Receipts,2008,Netherlands,3978.0,NLD
Receipts,2008,Norway,3049.0,NOR
Receipts,2008,Other European Union countries not elsewhere classified,5448.0,Other European Union countries not elsewhere classified
Receipts,2008,Other countries not elsewhere classified,20514.0,Other countries not elsewhere classified
Receipts,2008,Peru,407.0,PER
Receipts,2008,Russian Federation,1701.0,RUS
Receipts,2008,Saudi Arabia,1306.0,SAU
Receipts,2008,Singapore,925.0,SGP
Receipts,2008,South Korea,4126.0,South Korea
Receipts,2008,Spain,1210.0,ESP
Receipts,2008,Switzerland,1389.0,CHE
Receipts,2008,Taiwan,1668.0,TWN
Receipts,2008,Total of all countries,488185.0,Total of all countries
Receipts,2008,Turkey,1322.0,TUR
Receipts,2008,United Kingdom,13974.0,GBR
Receipts,2008,United States,369594.0,USA
Receipts,2009,Algeria,367.0,DZA
Receipts,2009,Australia,1834.0,AUS
Receipts,2009,Belgium,2037.0,BEL
Receipts,2009,Brazil,1698.0,BRA
Receipts,2009,China,11783.0,CHN
Receipts,2009,European Union excluding the United Kingdom,18786.0,GBR
Receipts,2009,France,2844.0,FRA
Receipts,2009,Germany,3968.0,DEU
Receipts,2009,Hong Kong,1679.0,HKG
Receipts,2009,India,2296.0,IND
Receipts,2009,Indonesia,986.0,IDN
Receipts,2009,Iraq,475.0,IRQ
Receipts,2009,Italy,1822.0,ITA
Receipts,2009,Japan,8836.0,JPN
Receipts,2009,Mexico,6460.0,MEX
Receipts,2009,Netherlands,2958.0,NLD
Receipts,2009,Norway,1905.0,NOR
Receipts,2009,Other European Union countries not elsewhere classified,3978.0,Other European Union countries not elsewhere classified
Receipts,2009,Other countries not elsewhere classified,16260.0,Other countries not elsewhere classified
Receipts,2009,Peru,445.0,PER
Receipts,2009,Russian Federation,1013.0,RUS
Receipts,2009,Saudi Arabia,1372.0,SAU
Receipts,2009,Singapore,1099.0,SGP
Receipts,2009,South Korea,3772.0,South Korea
Receipts,2009,Spain,1179.0,ESP
Receipts,2009,Switzerland,1249.0,CHE
Receipts,2009,Taiwan,1182.0,TWN
Receipts,2009,Total of all countries,368101.0,Total of all countries
Receipts,2009,Turkey,951.0,TUR
Receipts,2009,United Kingdom,12884.0,GBR
Receipts,2009,United States,270770.0,USA
Receipts,2010,Algeria,309.0,DZA
Receipts,2010,Australia,1845.0,AUS
Receipts,2010,Belgium,2354.0,BEL
Receipts,2010,Brazil,2724.0,BRA
Receipts,2010,China,14148.0,CHN
Receipts,2010,European Union excluding the United Kingdom,20238.0,GBR
Receipts,2010,France,2724.0,FRA
Receipts,2010,Germany,4722.0,DEU
Receipts,2010,Hong Kong,1985.0,HKG
Receipts,2010,India,2158.0,IND
Receipts,2010,Indonesia,1060.0,IDN
Receipts,2010,Iraq,243.0,IRQ
Receipts,2010,Italy,2029.0,ITA
Receipts,2010,Japan,9753.0,JPN
Receipts,2010,Mexico,6683.0,MEX
Receipts,2010,Netherlands,3530.0,NLD
Receipts,2010,Norway,2720.0,NOR
Receipts,2010,Other European Union countries not elsewhere classified,3812.0,Other European Union countries not elsewhere classified
Receipts,2010,Other countries not elsewhere classified,16591.0,Other countries not elsewhere classified
Receipts,2010,Peru,491.0,PER
Receipts,2010,Russian Federation,1334.0,RUS
Receipts,2010,Saudi Arabia,1335.0,SAU
Receipts,2010,Singapore,922.0,SGP
Receipts,2010,South Korea,3945.0,South Korea
Receipts,2010,Spain,1069.0,ESP
Receipts,2010,Switzerland,1322.0,CHE
Receipts,2010,Taiwan,1404.0,TWN
Receipts,2010,Total of all countries,404852.0,Total of all countries
Receipts,2010,Turkey,899.0,TUR
Receipts,2010,United Kingdom,16971.0,GBR
Receipts,2010,United States,295777.0,USA
Receipts,2011,Algeria,286.0,DZA
Receipts,2011,Australia,2010.0,AUS
Receipts,2011,Belgium,2602.0,BEL
Receipts,2011,Brazil,3191.0,BRA
Receipts,2011,China,18133.0,CHN
Receipts,2011,European Union excluding the United Kingdom,23251.0,GBR
Receipts,2011,France,3387.0,FRA
Receipts,2011,Germany,4535.0,DEU
Receipts,2011,Hong Kong,2916.0,HKG
Receipts,2011,India,2805.0,IND
Receipts,2011,Indonesia,1638.0,IDN
Receipts,2011,Iraq,191.0,IRQ
Receipts,2011,Italy,2013.0,ITA
Receipts,2011,Japan,11286.0,JPN
Receipts,2011,Mexico,7269.0,MEX
Receipts,2011,Netherlands,5035.0,NLD
Receipts,2011,Norway,2958.0,NOR
Receipts,2011,Other European Union countries not elsewhere classified,4628.0,Other European Union countries not elsewhere classified
Receipts,2011,Other countries not elsewhere classified,18159.0,Other countries not elsewhere classified
Receipts,2011,Peru,572.0,PER
Receipts,2011,Russian Federation,1672.0,RUS
Receipts,2011,Saudi Arabia,1239.0,SAU
Receipts,2011,Singapore,879.0,SGP
Receipts,2011,South Korea,5458.0,South Korea
Receipts,2011,Spain,1054.0,ESP
Receipts,2011,Switzerland,1029.0,CHE
Receipts,2011,Taiwan,1915.0,TWN
Receipts,2011,Total of all countries,457586.0,Total of all countries
Receipts,2011,Turkey,1351.0,TUR
Receipts,2011,United Kingdom,19380.0,GBR
Receipts,2011,United States,329997.0,USA
Receipts,2012,Algeria,459.0,DZA
Receipts,2012,Australia,2130.0,AUS
Receipts,2012,Belgium,2505.0,BEL
Receipts,2012,Brazil,2849.0,BRA
Receipts,2012,China,20367.0,CHN
Receipts,2012,European Union excluding the United Kingdom,21523.0,GBR
Receipts,2012,France,3577.0,FRA
Receipts,2012,Germany,3888.0,DEU
Receipts,2012,Hong Kong,2554.0,HKG
Receipts,2012,India,2519.0,IND
Receipts,2012,Indonesia,1746.0,IDN
Receipts,2012,Iraq,416.0,IRQ
Receipts,2012,Italy,1729.0,ITA
Receipts,2012,Japan,10799.0,JPN
Receipts,2012,Mexico,6920.0,MEX
Receipts,2012,Netherlands,4744.0,NLD
Receipts,2012,Norway,2606.0,NOR
Receipts,2012,Other European Union countries not elsewhere classified,3990.0,Other European Union countries not elsewhere classified
Receipts,2012,Other countries not elsewhere classified,18166.0,Other countries not elsewhere classified
Receipts,2012,Peru,592.0,PER
Receipts,2012,Russian Federation,1829.0,RUS
Receipts,2012,Saudi Arabia,1675.0,SAU
Receipts,2012,Singapore,983.0,SGP
Receipts,2012,South Korea,3963.0,South Korea
Receipts,2012,Spain,1088.0,ESP
Receipts,2012,Switzerland,779.0,CHE
Receipts,2012,Taiwan,1550.0,TWN
Receipts,2012,Total of all countries,462639.0,Total of all countries
Receipts,2012,Turkey,889.0,TUR
Receipts,2012,United Kingdom,19881.0,GBR
Receipts,2012,United States,337444.0,USA
Receipts,2013,Algeria,355.0,DZA
Receipts,2013,Australia,1706.0,AUS
Receipts,2013,Belgium,2615.0,BEL
Receipts,2013,Brazil,2590.0,BRA
Receipts,2013,China,22032.0,CHN
Receipts,2013,European Union excluding the United Kingdom,21184.0,GBR
Receipts,2013,France,3519.0,FRA
Receipts,2013,Germany,4075.0,DEU
Receipts,2013,Hong Kong,4551.0,HKG
Receipts,2013,India,2965.0,IND
Receipts,2013,Indonesia,1990.0,IDN
Receipts,2013,Iraq,211.0,IRQ
Receipts,2013,Italy,2172.0,ITA
Receipts,2013,Japan,10910.0,JPN
Receipts,2013,Mexico,6637.0,MEX
Receipts,2013,Netherlands,3722.0,NLD
Receipts,2013,Norway,2202.0,NOR
Receipts,2013,Other European Union countries not elsewhere classified,3971.0,Other European Union countries not elsewhere classified
Receipts,2013,Other countries not elsewhere classified,17832.0,Other countries not elsewhere classified
Receipts,2013,Peru,635.0,PER
Receipts,2013,Russian Federation,1495.0,RUS
Receipts,2013,Saudi Arabia,1132.0,SAU
Receipts,2013,Singapore,1012.0,SGP
Receipts,2013,South Korea,3664.0,South Korea
Receipts,2013,Spain,1108.0,ESP
Receipts,2013,Switzerland,1742.0,CHE
Receipts,2013,Taiwan,1605.0,TWN
Receipts,2013,Total of all countries,480518.0,Total of all countries
Receipts,2013,Turkey,905.0,TUR
Receipts,2013,United Kingdom,14839.0,GBR
Receipts,2013,United States,358329.0,USA
Receipts,2014,Algeria,443.0,DZA
Receipts,2014,Australia,1794.0,AUS
Receipts,2014,Belgium,3644.0,BEL
Receipts,2014,Brazil,2257.0,BRA
Receipts,2014,China,20466.0,CHN
Receipts,2014,European Union excluding the United Kingdom,24619.0,GBR
Receipts,2014,France,3465.0,FRA
Receipts,2014,Germany,3417.0,DEU
Receipts,2014,Hong Kong,4623.0,HKG
Receipts,2014,India,3376.0,IND
Receipts,2014,Indonesia,2069.0,IDN
Receipts,2014,Iraq,283.0,IRQ
Receipts,2014,Italy,4262.0,ITA
Receipts,2014,Japan,11050.0,JPN
Receipts,2014,Mexico,6743.0,MEX
Receipts,2014,Netherlands,4003.0,NLD
Receipts,2014,Norway,2342.0,NOR
Receipts,2014,Other European Union countries not elsewhere classified,4685.0,Other European Union countries not elsewhere classified
Receipts,2014,Other countries not elsewhere classified,18967.0,Other countries not elsewhere classified
Receipts,2014,Peru,816.0,PER
Receipts,2014,Russian Federation,1318.0,RUS
Receipts,2014,Saudi Arabia,1453.0,SAU
Receipts,2014,Singapore,1273.0,SGP
Receipts,2014,South Korea,4338.0,South Korea
Receipts,2014,Spain,1143.0,ESP
Receipts,2014,Switzerland,1675.0,CHE
Receipts,2014,Taiwan,1476.0,TWN
Receipts,2014,Total of all countries,530628.0,Total of all countries
Receipts,2014,Turkey,1122.0,TUR
Receipts,2014,United Kingdom,15879.0,GBR
Receipts,2014,United States,402242.0,USA
Receipts,2015,Algeria,609.0,DZA
Receipts,2015,Australia,1906.0,AUS
Receipts,2015,Belgium,3177.0,BEL
Receipts,2015,Brazil,2241.0,BRA
Receipts,2015,China,21419.0,CHN
Receipts,2015,European Union excluding the United Kingdom,22750.0,GBR
Receipts,2015,France,3243.0,FRA
Receipts,2015,Germany,3888.0,DEU
Receipts,2015,Hong Kong,4025.0,HKG
Receipts,2015,India,4466.0,IND
Receipts,2015,Indonesia,1777.0,IDN
Receipts,2015,Iraq,187.0,IRQ
Receipts,2015,Italy,2364.0,ITA
Receipts,2015,Japan,10131.0,JPN
Receipts,2015,Mexico,7829.0,MEX
Receipts,2015,Netherlands,3703.0,NLD
Receipts,2015,Norway,1935.0,NOR
Receipts,2015,Other European Union countries not elsewhere classified,5259.0,Other European Union countries not elsewhere classified
Receipts,2015,Other countries not elsewhere classified,19622.0,Other countries not elsewhere classified
Receipts,2015,Peru,838.0,PER
Receipts,2015,Russian Federation,638.0,RUS
Receipts,2015,Saudi Arabia,1276.0,SAU
Receipts,2015,Singapore,1579.0,SGP
Receipts,2015,South Korea,4205.0,South Korea
Receipts,2015,Spain,1115.0,ESP
Receipts,2015,Switzerland,1226.0,CHE
Receipts,2015,Taiwan,1544.0,TWN
Receipts,2015,Total of all countries,525314.0,Total of all countries
Receipts,2015,Turkey,1149.0,TUR
Receipts,2015,United Kingdom,16514.0,GBR
Receipts,2015,United States,397447.0,USA
Receipts,2016,Algeria,577.0,DZA
Receipts,2016,Australia,1933.0,AUS
Receipts,2016,Belgium,3305.0,BEL
Receipts,2016,Brazil,2060.0,BRA
Receipts,2016,China,22346.0,CHN
Receipts,2016,European Union excluding the United Kingdom,23993.0,GBR
Receipts,2016,France,3519.0,FRA
Receipts,2016,Germany,4429.0,DEU
Receipts,2016,Hong Kong,2378.0,HKG
Receipts,2016,India,4061.0,IND
Receipts,2016,Indonesia,1446.0,IDN
Receipts,2016,Iraq,134.0,IRQ
Receipts,2016,Italy,2501.0,ITA
Receipts,2016,Japan,11037.0,JPN
Receipts,2016,Mexico,8896.0,MEX
Receipts,2016,Netherlands,2948.0,NLD
Receipts,2016,Norway,1585.0,NOR
Receipts,2016,Other European Union countries not elsewhere classified,5396.0,Other European Union countries not elsewhere classified
Receipts,2016,Other countries not elsewhere classified,18048.0,Other countries not elsewhere classified
Receipts,2016,Peru,782.0,PER
Receipts,2016,Russian Federation,634.0,RUS
Receipts,2016,Saudi Arabia,1369.0,SAU
Receipts,2016,Singapore,1326.0,SGP
Receipts,2016,South Korea,4634.0,South Korea
Receipts,2016,Spain,1893.0,ESP
Receipts,2016,Switzerland,1382.0,CHE
Receipts,2016,Taiwan,1673.0,TWN
Receipts,2016,Total of all countries,522302.0,Total of all countries
Receipts,2016,Turkey,1205.0,TUR
Receipts,2016,United Kingdom,17971.0,GBR
Receipts,2016,United States,392835.0,USA
Receipts,2017,Algeria,693.0,DZA
Receipts,2017,Australia,2019.0,AUS
Receipts,2017,Belgium,3640.0,BEL
Receipts,2017,Brazil,1770.0,BRA
Receipts,2017,China,24992.0,CHN
Receipts,2017,European Union excluding the United Kingdom,25067.0,GBR
Receipts,2017,France,3582.0,FRA
Receipts,2017,Germany,4437.0,DEU
Receipts,2017,Hong Kong,2309.0,HKG
Receipts,2017,India,4463.0,IND
Receipts,2017,Indonesia,1773.0,IDN
Receipts,2017,Iraq,76.0,IRQ
Receipts,2017,Italy,2372.0,ITA
Receipts,2017,Japan,12237.0,JPN
Receipts,2017,Mexico,9182.0,MEX
Receipts,2017,Netherlands,3309.0,NLD
Receipts,2017,Norway,2040.0,NOR
Receipts,2017,Other European Union countries not elsewhere classified,5993.0,Other European Union countries not elsewhere classified
Receipts,2017,Other countries not elsewhere classified,18840.0,Other countries not elsewhere classified
Receipts,2017,Peru,730.0,PER
Receipts,2017,Russian Federation,697.0,RUS
Receipts,2017,Saudi Arabia,1555.0,SAU
Receipts,2017,Singapore,1391.0,SGP
Receipts,2017,South Korea,5605.0,South Korea
Receipts,2017,Spain,1735.0,ESP
Receipts,2017,Switzerland,2167.0,CHE
Receipts,2017,Taiwan,1794.0,TWN
Receipts,2017,Total of all countries,550526.0,Total of all countries
Receipts,2017,Turkey,1310.0,TUR
Receipts,2017,United Kingdom,18753.0,GBR
Receipts,2017,United States,411064.0,USA
Receipts,2018,Algeria,503.0,DZA
Receipts,2018,Australia,2016.0,AUS
Receipts,2018,Belgium,3886.0,BEL
Receipts,2018,Brazil,2238.0,BRA
Receipts,2018,China,28864.0,CHN
Receipts,2018,European Union excluding the United Kingdom,29277.0,GBR
Receipts,2018,France,3504.0,FRA
Receipts,2018,Germany,5139.0,DEU
Receipts,2018,Hong Kong,4035.0,HKG
Receipts,2018,India,4393.0,IND
Receipts,2018,Indonesia,2181.0,IDN
Receipts,2018,Iraq,206.0,IRQ
Receipts,2018,Italy,3205.0,ITA
Receipts,2018,Japan,13176.0,JPN
Receipts,2018,Mexico,9286.0,MEX
Receipts,2018,Netherlands,4895.0,NLD
Receipts,2018,Norway,2454.0,NOR
Receipts,2018,Other European Union countries not elsewhere classified,6517.0,Other European Union countries not elsewhere classified
Receipts,2018,Other countries not elsewhere classified,20264.0,Other countries not elsewhere classified
Receipts,2018,Peru,769.0,PER
Receipts,2018,Russian Federation,587.0,RUS
Receipts,2018,Saudi Arabia,1943.0,SAU
Receipts,2018,Singapore,1223.0,SGP
Receipts,2018,South Korea,6056.0,South Korea
Receipts,2018,Spain,2129.0,ESP
Receipts,2018,Switzerland,1921.0,CHE
Receipts,2018,Taiwan,2073.0,TWN
Receipts,2018,Total of all countries,586165.0,Total of all countries
Receipts,2018,Turkey,1369.0,TUR
Receipts,2018,United Kingdom,17081.0,GBR
Receipts,2018,United States,434248.0,USA
Receipts,2019,Algeria,685.0,DZA
Receipts,2019,Australia,2263.0,AUS
Receipts,2019,Belgium,3266.0,BEL
Receipts,2019,Brazil,2223.0,BRA
Receipts,2019,China,24145.0,CHN
Receipts,2019,European Union excluding the United Kingdom,28924.0,GBR
Receipts,2019,France,3662.0,FRA
Receipts,2019,Germany,6439.0,DEU
Receipts,2019,Hong Kong,4095.0,HKG
Receipts,2019,India,4925.0,IND
Receipts,2019,Indonesia,1940.0,IDN
Receipts,2019,Iraq,150.0,IRQ
Receipts,2019,Italy,3293.0,ITA
Receipts,2019,Japan,12773.0,JPN
Receipts,2019,Mexico,7976.0,MEX
Receipts,2019,Netherlands,5279.0,NLD
Receipts,2019,Norway,2177.0,NOR
Receipts,2019,Other European Union countries not elsewhere classified,5479.0,Other European Union countries not elsewhere classified
Receipts,2019,Other countries not elsewhere classified,20362.0,Other countries not elsewhere classified
Receipts,2019,Peru,781.0,PER
Receipts,2019,Russian Federation,682.0,RUS
Receipts,2019,Saudi Arabia,2890.0,SAU
Receipts,2019,Singapore,1556.0,SGP
Receipts,2019,South Korea,5685.0,South Korea
Receipts,2019,Spain,1504.0,ESP
Receipts,2019,Switzerland,1468.0,CHE
Receipts,2019,Taiwan,2091.0,TWN
Receipts,2019,Total of all countries,595564.0,Total of all countries
Receipts,2019,Turkey,1650.0,TUR
Receipts,2019,United Kingdom,20264.0,GBR
Receipts,2019,United States,445864.0,USA
Receipts,2020,Algeria,616.0,DZA
Receipts,2020,Australia,2140.0,AUS
Receipts,2020,Belgium,2776.0,BEL
Receipts,2020,Brazil,2139.0,BRA
Receipts,2020,China,25966.0,CHN
Receipts,2020,European Union excluding the United Kingdom,28374.0,GBR
Receipts,2020,France,3744.0,FRA
Receipts,2020,Germany,6505.0,DEU
Receipts,2020,Hong Kong,1923.0,HKG
Receipts,2020,India,3771.0,IND
Receipts,2020,Indonesia,1796.0,IDN
Receipts,2020,Iraq,90.0,IRQ
Receipts,2020,Italy,3728.0,ITA
Receipts,2020,Japan,12509.0,JPN
Receipts,2020,Mexico,6678.0,MEX
Receipts,2020,Netherlands,5529.0,NLD
Receipts,2020,Norway,2580.0,NOR
Receipts,2020,Other European Union countries not elsewhere classified,4680.0,Other European Union countries not elsewhere classified
Receipts,2020,Other countries not elsewhere classified,19533.0,Other countries not elsewhere classified
Receipts,2020,Peru,924.0,PER
Receipts,2020,Russian Federation,623.0,RUS
Receipts,2020,Saudi Arabia,1600.0,SAU
Receipts,2020,Singapore,1293.0,SGP
Receipts,2020,South Korea,4796.0,South Korea
Receipts,2020,Spain,1413.0,ESP
Receipts,2020,Switzerland,4877.0,CHE
Receipts,2020,Taiwan,1821.0,TWN
Receipts,2020,Total of all countries,522182.0,Total of all countries
Receipts,2020,Turkey,1239.0,TUR
Receipts,2020,United Kingdom,21198.0,GBR
Receipts,2020,United States,375698.0,USA
Receipts,2021,Algeria,817.0,DZA
Receipts,2021,Australia,1629.0,AUS
Receipts,2021,Belgium,2774.0,BEL
Receipts,2021,Brazil,1616.0,BRA
Receipts,2021,China,21725.0,CHN
Receipts,2021,European Union excluding the United Kingdom,22537.0,GBR
Receipts,2021,France,2831.0,FRA
Receipts,2021,Germany,5367.0,DEU
Receipts,2021,Hong Kong,2727.0,HKG
Receipts,2021,India,2160.0,IND
Receipts,2021,Indonesia,1721.0,IDN
Receipts,2021,Iraq,56.0,IRQ
Receipts,2021,Italy,1922.0,ITA
Receipts,2021,Japan,10885.0,JPN
Receipts,2021,Mexico,6536.0,MEX
Receipts,2021,Netherlands,3528.0,NLD
Receipts,2021,Norway,2470.0,NOR
Receipts,2021,Other European Union countries not elsewhere classified,4498.0,Other European Union countries not elsewhere classified
Receipts,2021,Other countries not elsewhere classified,15744.0,Other countries not elsewhere classified
Receipts,2021,Peru,884.0,PER
Receipts,2021,Russian Federation,481.0,RUS
Receipts,2021,Saudi Arabia,1980.0,SAU
Receipts,2021,Singapore,879.0,SGP
Receipts,2021,South Korea,4085.0,South Korea
Receipts,2021,Spain,1617.0,ESP
Receipts,2021,Switzerland,2412.0,CHE
Receipts,2021,Taiwan,1923.0,TWN
Receipts,2021,Total of all countries,463278.0,Total of all countries
Receipts,2021,Turkey,760.0,TUR
Receipts,2021,United Kingdom,13689.0,GBR
Receipts,2021,United States,345561.0,USA
